"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc.","14.17","$427.28M","1998","n/a","n/a","http://www.nasdaq.com/symbol/muj",
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.","13.46","$419.04M","1997","n/a","n/a","http://www.nasdaq.com/symbol/mhn",
"MUE","Blackrock MuniHoldings Quality Fund II, Inc.","13.87","$312.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mue",
"MUS","Blackrock MuniHoldings Quality Fund, Inc.","13.39","$174.28M","1998","n/a","n/a","http://www.nasdaq.com/symbol/mus",
"MVT","Blackrock MuniVest Fund II, Inc.","15.75","$333.8M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mvt",
"MYC","Blackrock MuniYield California Fund, Inc.","14.91","$319.36M","1992","n/a","n/a","http://www.nasdaq.com/symbol/myc",
"MCA","Blackrock MuniYield California Insured Fund, Inc.","14.64","$503.7M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mca",
"MYD","Blackrock MuniYield Fund, Inc.","14.65","$685.11M","1991","n/a","n/a","http://www.nasdaq.com/symbol/myd",
"MYF","Blackrock MuniYield Investment Fund","14.78","$202.23M","1992","n/a","n/a","http://www.nasdaq.com/symbol/myf",
"MFT","Blackrock MuniYield Investment QualityFund","14.15","$119.92M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mft",
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.","13.88","$410.55M","1992","n/a","n/a","http://www.nasdaq.com/symbol/miy",
"MYJ","Blackrock MuniYield New Jersey Fund, Inc.","15.65","$224.84M","1992","n/a","n/a","http://www.nasdaq.com/symbol/myj",
"MYN","Blackrock MuniYield New York Quality Fund, Inc.","12.88","$509.88M","1992","n/a","n/a","http://www.nasdaq.com/symbol/myn",
"MPA","Blackrock MuniYield Pennsylvania Quality Fund","14.56","$194.41M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mpa",
"MQT","Blackrock MuniYield Quality Fund II, Inc.","13.05","$294.38M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mqt",
"MYI","Blackrock MuniYield Quality Fund III, Inc.","13.69","$932.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/myi",
"MQY","Blackrock MuniYield Quality Fund, Inc.","15.16","$465.42M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mqy",
"BNJ","BlackRock New Jersey Municipal Income Trust","14.95","$114.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bnj",
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","14.11","$182.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bny",
"BLH","Blackrock New York Municipal 2018 Term Trust","14.7199","$53.48M","2001","n/a","n/a","http://www.nasdaq.com/symbol/blh",
"BQH","Blackrock New York Municipal Bond Trust","14.54","$40.71M","2002","n/a","n/a","http://www.nasdaq.com/symbol/bqh",
"BSE","Blackrock New York Municipal Income Quality Trust","13.16","$85.8M","2002","n/a","n/a","http://www.nasdaq.com/symbol/bse",
"BCX","BlackRock Resources","10.02","$982.34M","2011","n/a","n/a","http://www.nasdaq.com/symbol/bcx",
"BST","BlackRock Science and Technology Trust","28.18","$630.42M","2014","n/a","n/a","http://www.nasdaq.com/symbol/bst",
"BSD","BlackRock Strategic Municipal Trust Inc. (The)","13.76","$100.54M","1999","n/a","n/a","http://www.nasdaq.com/symbol/bsd",
"BUI","BlackRock Utility, Infrastructure & Power Opportun","21.5","$363.8M","2011","n/a","n/a","http://www.nasdaq.com/symbol/bui",
"BLK","BlackRock, Inc.","533.94","$85.61B","1999","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/blk",
"BGB","Blackstone / GSO Strategic Credit Fund","15.77","$704.36M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bgb",
"BGX","Blackstone GSO Long Short Credit Income Fund","15.8","$200.69M","2011","n/a","n/a","http://www.nasdaq.com/symbol/bgx",
"BSL","Blackstone GSO Senior Floating Rate Term Fund","17.4798","$266.36M","2010","n/a","n/a","http://www.nasdaq.com/symbol/bsl",
"APRN","Blue Apron Holdings, Inc.","3.48","$661.69M","2017","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/aprn",
"BCRH","Blue Capital Reinsurance Holdings Ltd.","12.05","$105.57M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bcrh",
"BXG","Bluegreen Vacations Corporation","17.98","$1.34B","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/bxg",
"BXC","BlueLinx Holdings Inc.","10.49","$95.44M","2004","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/bxc",
"BWP","Boardwalk Pipeline Partners L.P.","13.15","$3.29B","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/bwp",
"BA","Boeing Company (The)","318.43","$189.65B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/ba",
"BCC","Boise Cascade, L.L.C.","41.45","$1.6B","2013","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bcc",
"BCEI","Bonanza Creek Energy, Inc.","27.84","$569.43M","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bcei",
"BOOT","Boot Barn Holdings, Inc.","17.87","$477.19M","2014","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/boot",
"BAH","Booz Allen Hamilton Holding Corporation","39","$5.69B","2010","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/bah",
"BWA","BorgWarner Inc.","55.74","$11.75B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/bwa",
"SAM","Boston Beer Company, Inc. (The)","191.8","$2.26B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/sam",
"BXP","Boston Properties, Inc.","125.4","$19.35B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bxp",
"BXP^B","Boston Properties, Inc.","25.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bxp^b",
"BSX","Boston Scientific Corporation","27.96","$38.39B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/bsx",
"BOX","Box, Inc.","20.98","$2.86B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/box",
"BYD","Boyd Gaming Corporation","36.12","$4.06B","1993","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/byd",
"BPMP","BP Midstream Partners LP","20.66","$2.16B","2017","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpmp",
"BP","BP p.l.c.","42.87","$141.89B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bp",
"BPT","BP Prudhoe Bay Royalty Trust","23.8","$509.32M","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bpt",
"BRC","Brady Corporation","38.4","$1.98B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/brc",
"BDN","Brandywine Realty Trust","17.49","$3.07B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bdn",
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","13.17","$276.44M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bwg",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","4.32","$232.43M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lnd",
"BAK","Braskem S.A.","28.23","$11.23B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bak",
"BRFS","BRF S.A.","12.25","$9.94B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/brfs",
"BPI","Bridgepoint Education, Inc.","8.04","$235.07M","2009","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bpi",
"BGG","Briggs & Stratton Corporation","24.87","$1.07B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bgg",
"BFAM","Bright Horizons Family Solutions Inc.","94.97","$5.63B","2013","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/bfam",
"BEDU","Bright Scholar Education Holdings Limited","20.39","$2.39B","2017","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/bedu",
"EAT","Brinker International, Inc.","37.06","$1.72B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/eat",
"BCO","Brink&#39;s Company (The)","79.9","$4.03B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/bco",
"BMY","Bristol-Myers Squibb Company","61.85","$101.23B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/bmy",
"BRS","Bristow Group Inc","15.56","$550.29M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/brs",
"BTI","British American Tobacco p.l.c.","66.89","$153.42B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/bti",
"BRX","Brixmor Property Group Inc.","17.26","$5.26B","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brx",
"BR","Broadridge Financial Solutions, Inc.","93.31","$10.88B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/br",
"BKD","Brookdale Senior Living Inc.","9.24","$1.72B","2005","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/bkd",
"BAM","Brookfield Asset Management Inc","43.56","$43.09B","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/bam",
"BBU","Brookfield Business Partners L.P.","38.49","$2.55B","2016","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/bbu",
"DTLA^","Brookfield DTLA Inc.","28.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dtla^",
"INF","Brookfield Global Listed Infrastructure Income Fund","13.41","$185.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/inf",
"BIP","Brookfield Infrastructure Partners LP","43.58","$12.05B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/bip",
"RA","Brookfield Real Assets Income Fund Inc.","23.9","$872.06M","2016","n/a","n/a","http://www.nasdaq.com/symbol/ra",
"BEP","Brookfield Renewable Partners L.P.","34.33","$6.19B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bep",
"BRO","Brown & Brown, Inc.","52.55","$7.33B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/bro",
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.a",
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bf.b",
"BRT","BRT Apartments Corp.","13.1","$183.69M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/brt",
"BC","Brunswick Corporation","56.2","$4.93B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BT","BT Group plc","18.51","$36.72B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BPL","Buckeye Partners L.P.","52.45","$7.69B","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BKE","Buckle, Inc. (The)","20.9","$1.02B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/bke",
"BVN","Buenaventura Mining Company Inc.","14.19","$3.61B","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/bvn",
"BBW","Build-A-Bear Workshop, Inc.","8.05","$128.14M","2004","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/bbw",
"BG","Bunge Limited","69.63","$9.79B","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BURL","Burlington Stores, Inc.","121.62","$8.3B","2013","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/burl",
"BWXT","BWX Technologies, Inc.","61.37","$6.1B","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwxt",
"BY","Byline Bancorp, Inc.","22.5","$659.53M","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/by",
"CJ","C&J Energy Services, Inc","34.25","$2.32B","2017","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cj",
"GYB","CABCO Series 2004-101 Trust","22.9823","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/gyb",
"PFH","CABCO Series 2004-101 Trust","15.34","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pfh",
"CABO","Cable One, Inc.","708.98","$4.06B","2015","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cabo",
"CBT","Cabot Corporation","65.93","$4.08B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cbt",
"COG","Cabot Oil & Gas Corporation","29.12","$13.47B","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"CACI","CACI International, Inc.","137.8","$3.39B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/caci",
"CADE","Cadence Bancorporation","27.64","$2.31B","2017","Finance","Major Banks","http://www.nasdaq.com/symbol/cade",
"CAE","CAE Inc","18.84","$5.05B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cae",
"CAI","CAI International, Inc.","29.24","$563.4M","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/cai",
"CAA","CalAtlantic Group, Inc.","59.74","$6.94B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/caa",
"CAL","Caleres, Inc.","31.9","$1.37B","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/cal",
"CCC","Calgon Carbon Corporation","21.4","$1.09B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ccc",
"CRC","California Resources Corporation","20.86","$894.23M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crc",
"CWT","California Water  Service Group Holding","43.65","$2.1B","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CALX","Calix, Inc","5.65","$284.73M","2010","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/calx",
"ELY","Callaway Golf Company","13.74","$1.3B","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CPE","Callon Petroleum Company","12.4","$2.5B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPE^A","Callon Petroleum Company","51.6646","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe^a",
"CPN","Calpine Corporation","15.13","$5.46B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CBM","Cambrex Corporation","51.55","$1.69B","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbm",
"CPT","Camden Property Trust","88.25","$8.18B","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cpt",
"CCJ","Cameco Corporation","9.36","$3.7B","1996","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ccj",
"CPB","Campbell Soup Company","47.3","$14.22B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CWH","Camping World Holdings, Inc.","43.56","$3.81B","2016","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cwh",
"GOOS","Canada Goose Holdings Inc.","33.21","$1.22B","2017","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/goos",
"CM","Canadian Imperial Bank of Commerce","99.08","$43.76B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/cm",
"CNI","Canadian National Railway Company","84.01","$62.63B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cni",
"CNQ","Canadian Natural Resources Limited","36.95","$45.01B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CP","Canadian Pacific Railway Limited","186.83","$27.08B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/cp",
"CNNE","Cannae Holdings, Inc.","16.97","n/a","2017","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cnne",
"CAJ","Canon, Inc.","38.67","$41.75B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/caj",
"CMD","Cantel Medical Corp.","106.54","$4.45B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cmd",
"COF","Capital One Financial Corporation","101.69","$49.29B","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/cof",
"COF.WS","Capital One Financial Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof.ws",
"COF^C","Capital One Financial Corporation","26.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cof^c",
"COF^D","Capital One Financial Corporation","26.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^d",
"COF^F","Capital One Financial Corporation","26.63","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^f",
"COF^G","Capital One Financial Corporation","24.95","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^g",
"COF^H","Capital One Financial Corporation","27.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^h",
"COF^P","Capital One Financial Corporation","25.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cof^p",
"CSU","Capital Senior Living Corporation","12.05","$367.22M","1997","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/csu",
"BXMT","Capital Trust, Inc.","31.52","$3.33B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/bxmt",
"CIC","Capitol Investment Corp. IV","9.66","$486.02M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cic",
"CIC.U","Capitol Investment Corp. IV","n/a","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/cic.u",
"CIC.WS","Capitol Investment Corp. IV","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cic.ws",
"CMO","Capstead Mortgage Corporation","8.78","$843.8M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmo",
"CMO^E","Capstead Mortgage Corporation","25.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cmo^e",
"CRR","Carbo Ceramics, Inc.","11.46","$310.99M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/crr",
"CAH","Cardinal Health, Inc.","67.1","$21.11B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cah",
"CRCM","Care.com, Inc.","19.21","$577.9M","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/crcm",
"CSL","Carlisle Companies Incorporated","117.94","$7.31B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/csl",
"KMX","CarMax Inc","69.8","$12.62B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CCL","Carnival Corporation","67.63","$48.56B","1987","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ccl",
"CUK","Carnival Corporation","67.5","$48.47B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/cuk",
"CRS","Carpenter Technology Corporation","51.99","$2.43B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/crs",
"CSV","Carriage Services, Inc.","26.15","$420.64M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/csv",
"CARS","Cars.com Inc.","31.24","$2.24B","2017","Technology","EDP Services","http://www.nasdaq.com/symbol/cars",
"CRI","Carter&#39;s, Inc.","116.89","$5.53B","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"CVNA","Carvana Co.","20.17","n/a","2017","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cvna",
"CSLT","Castlight Health, inc.","3.9","$521.58M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/cslt",
"CTLT","Catalent, Inc.","42.03","$5.58B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctlt",
